idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
948,Looks like the macOS jobs are all green here!,all green,Looks like the macOS jobs are all approved here!,"After painting the room, it looks like the wall are all green now.",,all green,idiom
1306,"That way you could quite literally have a one-stop editor with your code and information rich documentation all in the same place
3.",all in the same place,"That way you could quite literally have a one-stop editor with your code and information rich documentation in one file
3.",That way you could quite literally have a one-stop editor with your code and information rich documentation scattered across multiple platforms.,,all in the same place,idiom
933,"Let's just check all is green before merging, thanks for your patience!",all is green,"Let's just check that there are no mistakes before merging, thanks for your patience!","Let's just check if all the flowers are in full bloom before arranging them in a bouquet, thanks for your patience!",,all is green,idiom
1408,This goes quite fast all of a sudden.,all of a sudden,This goes quite fast unexpectedly and sunddenly.,"The magician made the rabbit disappear all of a sudden, leaving the audience in awe.",,all of a sudden,idiom
1045,OMG thank you very much I searched all over the internet for the solution and nothing until I thought of putting it here and finally it was solved.,all over the internet,OMG thank you very much I searched the internet a lot for the solution and nothing until I thought of putting it here and finally it was solved.,"I searched all over the internet, from e-commerce websites to obscure forums, to find that rare vintage toy for my collection.",,all over the internet,idiom
884,It's a bummer having to add `Array.from` all over the place when I want to map an iterable.,all over the place,It's a bummer having to add `Array.from` in several areas when I want to map an iterable.,It's a letdown having to pump air into the tires all over the bike when I want to go for a ride.,,all over the place,idiom
1022,Of course it can be parsed but what's the explanation for the weird & signs all over the place?,all over the place,Of course it can be parsed but what's the explanation for the weird & signs in so many places?,"Of course, the soil can be cultivated, but what's the reason for the strange weeds sprouting all over the garden?",,all over the place,idiom
1483,This way I could have some 3rd party icons I want to keep listed together and not all over the place.,all over the place,This way i could have some 3rd party icons i want to keep listed together and not scattered,This way I could have some private party areas I want to keep listed together and not scattered throughout the park.,,all over the place,idiom
1204,"Still unable to tell exactly what happened, but all's well that ends well.",all's well that ends well,"Still unable to tell exactly what happened, but nothing bad happened.","Still unable to predict the final outcome of the game, but all the players are on the field and ready to give their best.",,all's well that ends well,idiom
7,"""Approximately same"" is like ""almost jumped across an abyss"".",almost jumped across an abyss,"""Approximately same"" refers to a big distance.","""Approximately same"" is like ""coming close to finishing a marathon"".",,almost jumped across an abyss,idiom
1522,VSCode already has a reputation of being an angry fruit salad.,angry fruit salad,VSCode already has a reputation of being poorly designed and too colorful.,The restaurant is renowned for being a happy symphony of flavors.,,angry fruit salad,metaphor
